goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,basePeriod,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2000,value_2005,value_2010,value_2015,value_latest_year,latest_year,ObjectId
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,498,Republic of Moldova,151,Eastern Europe,Country,MDA,1,28.4650624,47.20236795,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,324,363,386,409,409,2015,141
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,499,Montenegro,39,Southern Europe,Country,MNE,1,19.25214024,42.78717043,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,626,626,827,827,827,2015,142
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,500,Montserrat,29,Caribbean,Country,MSR,0,-62.19261223,16.73558313,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,2.5,2.5,2.5,2.5,2.5,2015,143
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,504,Morocco,15,Northern Africa,Country,MAR,1,-6.281942841,31.8440131,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,4993,5401,5672,5632,5632,2015,144
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,508,Mozambique,14,Eastern Africa,Country,MOZ,1,38.18479941,-14.27963886,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,41188,40079,38972,37940,37940,2015,145
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,512,Oman,145,Western Asia,Country,OMN,1,57.87743482,21.98805614,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,2,2,2,2,2,2015,146
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,516,Namibia,18,Southern Africa,Country,NAM,1,17.21907885,-22.13817068,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,8032,7661,7290,6919,6919,2015,147
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,520,Nauru,57,Micronesia,Country,NRU,1,166.92313,-0.528742623,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,0,0,0,0,0,2015,148
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,524,Nepal,34,Southern Asia,Country,NPL,1,83.94678863,28.25866332,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,3900,3636,3636,3636,3636,2015,149
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,528,Netherlands,155,Western Europe,Country,NLD,1,5.331480568,51.86728884,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,360,365,373,376,376,2015,150
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,530,Netherlands Antilles,29,Caribbean,Country,ANT,0,-68.30676179,12.22720635,,,,,,,,,,,,,,,,,,,151
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,531,Curaçao,29,Caribbean,Country,CUW,0,-68.95033464,12.15058042,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,0.077,0.077,0.077,0.077,0.077,2015,152
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,533,Aruba,29,Caribbean,Country,ABW,0,-69.97050586,12.50878756,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,0.42,0.42,0.42,0.42,0.42,2015,153
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,534,Sint Maarten (Dutch part),29,Caribbean,Country,SXM,0,-63.06198692,18.03926508,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,0.371,0.371,0.371,0.371,0.371,2015,154
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,540,New Caledonia,54,Melanesia,Country,NCL,0,165.5067368,-21.41742531,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,839,839,839,839,839,2015,155
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,548,Vanuatu,54,Melanesia,Country,VUT,1,167.0679779,-15.34445547,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,440,440,440,440,440,2015,156
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,554,New Zealand,53,Australia and New Zealand,Country,NZL,1,170.4755673,-43.98721568,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,10139,10183,10151,10152,10152,2015,157
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,558,Nicaragua,13,Central America,Country,NIC,1,-85.03060315,12.84210839,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,3814,3464,3114,3114,3114,2015,158
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,562,Niger,11,Western Africa,Country,NER,1,9.400167877,17.42143036,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,1328,1266,1204,1142,1142,2015,159
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,566,Nigeria,11,Western Africa,Country,NGA,1,8.097363256,9.585789025,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,13137,11089,9041,6993,6993,2015,160
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,570,Niue,61,Polynesia,Country,NIU,0,-169.8601693,-19.05000475,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,19.6,19.1,18.6,18.1,18.1,2015,161
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,574,Norfolk Island,53,Australia and New Zealand,Country,NFK,0,167.9515548,-29.03230018,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,0.46,0.46,0.46,0.46,0.46,2015,162
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,578,Norway,154,Northern Europe,Country,NOR,1,11.47846389,61.34311134,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,12113,12092,12102,12112,12112,2015,163
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,580,Northern Mariana Islands,57,Micronesia,Country,MNP,0,145.7582114,15.19099517,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,31.964,31.142,30.319,29.496,29.496,2015,164
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,581,United States Minor Outlying Islands,57,Micronesia,Country,UMI,0,-162.4343752,5.874443968,,HA_TH,Thousands of hectares,,,G,Global,[2000]: NA // [2005]: NA // [2010]: NA // [2015]: NA,NA = A figure was not provided.,"FAO, Global Forest Resources Assessment",,N: Non-relevant,,,,,,2015,165
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,583,Micronesia (Federated States of),57,Micronesia,Country,FSM,1,158.225216,6.880670092,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,63.856,63.993,64.129,64.265,64.265,2015,166
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,584,Marshall Islands,57,Micronesia,Country,MHL,1,171.0839119,7.110213497,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,12.636,12.636,12.636,12.636,12.636,2015,167
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,585,Palau,57,Micronesia,Country,PLW,1,134.5733878,7.502307591,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,39.587,40.303,40.303,40.303,40.303,2015,168
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,586,Pakistan,34,Southern Asia,Country,PAK,1,68.80479684,29.36491634,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,2116,1902,1687,1472,1472,2015,169
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,591,Panama,13,Central America,Country,PAN,1,-81.26616623,8.450965746,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,4867,4782,4699,4617,4617,2015,170
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,33600,33586,33573,33559,33559,2015,171
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,19368,18475,16950,15323,15323,2015,172
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,76147,75528,74811,73973,73973,2015,173
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,608,Philippines,35,South-Eastern Asia,Country,PHL,1,120.8601418,14.16591706,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,7027,7074,6840,8040,8040,2015,174
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,612,Pitcairn,61,Polynesia,Country,PCN,0,-128.3225873,-24.37538456,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,3.5,3.5,3.5,3.5,3.5,2015,175
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,616,Poland,151,Eastern Europe,Country,POL,1,19.40660158,52.1226733,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,9059,9200,9329,9435,9435,2015,176
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,620,Portugal,39,Southern Europe,Country,PRT,1,-7.961599811,39.68509315,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,3343,3296,3239,3182,3182,2015,177
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,624,Guinea-Bissau,11,Western Africa,Country,GNB,1,-14.40182514,12.11760394,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,2120,2072,2022,1972,1972,2015,178
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,626,Timor-Leste,35,South-Eastern Asia,Country,TLS,1,125.9451052,-8.797497247,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,854,798,742,686,686,2015,179
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,630,Puerto Rico,29,Caribbean,Country,PRI,0,-66.47591017,18.22753799,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,450.09,462.87,479.41,495.95,495.95,2015,180
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,634,Qatar,145,Western Asia,Country,QAT,1,51.19152467,25.28355379,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,0,0,0,0,0,2015,181
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,638,Réunion,14,Eastern Africa,Country,REU,0,55.53171398,-21.13183266,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,87,85,88,88,88,2015,182
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,642,Romania,151,Eastern Europe,Country,ROU,1,24.98481009,45.83893563,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,6366,6391,6515,6861,6861,2015,183
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,643,Russian Federation,151,Eastern Europe,Country,RUS,1,99.01404926,61.61899849,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,809268.5,808790,815135.6,814930.5,814930.5,2015,184
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,646,Rwanda,14,Eastern Africa,Country,RWA,1,29.92310194,-1.999842114,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,344,385,446,480,480,2015,185
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,652,Saint Barthélemy,29,Caribbean,Country,BLM,0,-62.83173536,17.89513362,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,0,0,0,0,0,2015,186
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,654,Saint Helena,11,Western Africa,Country,SHN,0,-5.705752501,-15.96503946,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,2,2,2,2,2,2015,187
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,659,Saint Kitts and Nevis,29,Caribbean,Country,KNA,1,-62.76628613,17.33994219,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,11,11,11,11,11,2015,188
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,660,Anguilla,29,Caribbean,Country,AIA,0,-63.05651612,18.21525315,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,5.5,5.5,5.5,5.5,5.5,2015,189
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,662,Saint Lucia,29,Caribbean,Country,LCA,1,-60.96529553,13.89405601,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,21.2,20.9,20.6,20.3,20.3,2015,190
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,663,Saint Martin (French Part),29,Caribbean,Country,MAF,0,-63.04505461,18.0882685,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,1.144,1.144,1.144,1.144,1.144,2015,191
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,666,Saint Pierre and Miquelon,21,Northern America,Country,SPM,0,-56.33682442,46.85812735,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,3.2,3,2.9,2.8,2.8,2015,192
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,670,Saint Vincent and the Grenadines,29,Caribbean,Country,VCT,1,-61.19024321,13.24627968,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,26,26,27,27,27,2015,193
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,674,San Marino,39,Southern Europe,Country,SMR,1,12.46329038,43.93841766,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,0,0,0,0,0,2015,194
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,678,Sao Tome and Principe,17,Middle Africa,Country,STP,1,6.609772265,0.241554875,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,56,56,53.6,53.6,53.6,2015,195
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,682,Saudi Arabia,145,Western Asia,Country,SAU,1,44.54763347,24.12594211,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,977,977,977,977,977,2015,196
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,686,Senegal,11,Western Africa,Country,SEN,1,-14.46636926,14.35920905,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,8898,8673,8473,8273,8273,2015,197
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,688,Serbia,39,Southern Europe,Country,SRB,1,20.805876,44.03145697,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,2460,2476,2713,2720,2720,2015,198
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,690,Seychelles,14,Eastern Africa,Country,SYC,1,55.46561591,-4.678053059,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,40.666,40.666,40.666,40.666,40.666,2015,199
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,694,Sierra Leone,11,Western Africa,Country,SLE,1,-11.78306584,8.568604164,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,2922,2824,2726,3044,3044,2015,200
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,702,Singapore,35,South-Eastern Asia,Country,SGP,1,103.8107883,1.361009155,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,16.35,16.35,16.35,16.35,16.35,2015,201
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,703,Slovakia,151,Eastern Europe,Country,SVK,1,19.48495604,48.70741446,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,1921,1932,1939,1940,1940,2015,202
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,704,Viet Nam,35,South-Eastern Asia,Country,VNM,1,105.802499,10.09643079,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,11727,13077,14128,14773,14773,2015,203
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,705,Slovenia,39,Southern Europe,Country,SVN,1,14.82209486,46.11958061,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,1233,1243,1247,1248,1248,2015,204
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,706,Somalia,14,Eastern Africa,Country,SOM,1,46.20367477,4.406485729,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,7515,7131,6747,6363,6363,2015,205
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,710,South Africa,18,Southern Africa,Country,ZAF,1,24.67184355,-29.99957544,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,9241,9241,9241,9241,9241,2015,206
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,716,Zimbabwe,14,Eastern Africa,Country,ZWE,1,29.86909584,-19.00075492,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,18894,17259,15624,14062,14062,2015,207
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,724,Spain,39,Southern Europe,Country,ESP,1,-3.554078296,40.39211472,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,16976.94,17282.09,18247.2,18417.87,18417.87,2015,208
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,728,South Sudan,14,Eastern Africa,Country,SSD,1,30.32618773,7.290839152,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,7157,7157,7157,7157,7157,2015,209
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,729,Sudan,15,Northern Africa,Country,SDN,0,29.95650159,16.02643066,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,21826.163,20954.088,20082.012,19209.938,19209.938,2015,210
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,732,Western Sahara,15,Northern Africa,Country,ESH,0,-13.13515523,24.66265342,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,707,707,707,707,707,2015,211
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,740,Suriname,5,South America,Country,SUR,1,-55.90626394,4.132603197,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,15391,15371,15351,15332,15332,2015,212
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,744,Svalbard and Jan Mayen Islands,154,Northern Europe,Country,SJM,0,13.38071013,78.82894131,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,0,0,0,0,0,2015,213
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,748,Eswatini,18,Southern Africa,Country,SWZ,1,31.50149288,-26.56471011,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,518,541,563,586,586,2015,214
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,752,Sweden,154,Northern Europe,Country,SWE,1,14.3775338,60.60103109,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,28163,28218,28073,28073,28073,2015,215
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,756,Switzerland,155,Western Europe,Country,CHE,1,8.223158,46.96617097,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,1194,1217,1235,1254,1254,2015,216
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,760,Syrian Arab Republic,145,Western Asia,Country,SYR,1,38.50466565,35.01676176,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,432,461,491,491,491,2015,217
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,762,Tajikistan,143,Central Asia,Country,TJK,1,69.294998,38.43069666,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,410,410,410,412,412,2015,218
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,764,Thailand,35,South-Eastern Asia,Country,THA,1,101.0202951,15.13089239,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,17011,16100,16249,16399,16399,2015,219
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,768,Togo,11,Western Africa,Country,TGO,1,0.97835765,8.532096072,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,486,386,287,188,188,2015,220
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,772,Tokelau,61,Polynesia,Country,TKL,0,-171.8154473,-9.214545558,,HA_TH,Thousands of hectares,,,G,Global,,FAO Estimate,"FAO, Global Forest Resources Assessment",,E: Estimated data,0,0,0,0,0,2015,221
15,15.1,15.1.1,AG_LND_FRSTN,Forest area (thousands of hectares),2019.Q3.G.01,776,Tonga,61,Polynesia,Country,TON,1,-175.1959991,-21.19511329,,HA_TH,Thousands of hectares,,,G,Global,,Official country data submitted to FAO,"FAO, Global Forest Resources Assessment",,C: Country data,9,9,9,9,9,2015,222
